iteracao,y_hat_mistakes,y_hat_syntax
493,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 2 4 2 2 2 2 4 2 2]
494,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 3 3 2 2 4 2 2 3 2 4 2 2]
495,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 3 2 2 4 2 2 3 2 4 3 2]
496,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 3 3 4 3 3 3 2 4 2 2]
497,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 3 4 3 4 4 4 4 4 4 2 3 4 3 3 3 2 4 3 2]
498,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 3 4 3 4 4 4 4 4 3 3 4 4 3 3 3 2 4 3 2]
499,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 3 4 4 4 4 4 4 4 4 3 4 4 3 3 4 2 4 4 2]
500,[2 1 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 2 2 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
501,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
502,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 4 4 4 4 4 4 4 3 4 4 4 3 4 2 4 4 3]
503,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 4 4 4 4 4 4 4 3 3 4 4 4 4 2 4 4 3]
504,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
505,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 3]
506,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 3 4 4 4 4 4 4 3 3 4 4 4 4 2 4 4 2]
507,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
508,[2 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
509,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
510,[2 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 3 4 4 4 4 4 4 4 4 3 4 4 4 3 4 2 4 4 2]
511,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 3]
512,[2 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 2 2 2 4 3 4 3 4 4 4 4 4 4 3 4 4 4 4 4 2 4 4 2]
513,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 3 4 4 3 3 4 2 4 4 2]
514,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 4 4 4 4 4 4 4 3 4 4 3 3 4 2 4 4 2]
515,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 3 2]
516,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 3 4 4 4 4 4 4 3 4 4 4 3 4 2 4 3 2]
517,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 3 4 4 4 4 4 3 2 4 4 4 3 4 2 4 4 2]
518,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 3 4 4 4 4 4 4 3 3 4 3 3 4 2 4 2 2]
519,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 3 4 4 4 4 4 4 2 3 4 3 3 3 2 4 4 2]
520,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 2 2 4 2 3 4 2 4 2 2]
521,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 2 2 4 2 2 4 2 4 3 2]
522,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 3 4 2 2 3 2 4 2 2]
523,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 2 4 2 2 3 2 4 2 2]
524,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 2 4 2 2 3 2 4 2 2]
525,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 3 2 3 4 2 2 3 2 4 2 2]
526,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 2 2 4 2 3 3 2 4 2 2]
527,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 3 3 4 4 4 4 4 2 2 3 4 3 3 3 2 4 3 2]
528,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 3 2 3 4 2 2 3 2 4 2 2]
529,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 4 4 4 4 2 2 4 2 2 3 2 4 3 2]
530,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 3 2 2 4 2 3 3 2 4 3 2]
531,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 2 3 4 2 2 3 2 4 3 2]
532,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 3 4 3 4 4 4 4 4 3 2 3 4 3 3 3 2 4 3 2]
533,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 3 3 3 3 4 4 4 4 4 3 3 3 4 3 3 3 2 4 3 2]
534,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 3 3 3 4 3 3 3 2 4 3 2]
535,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 3 3 4 3 4 4 4 4 4 3 3 3 4 3 3 4 2 4 3 2]
536,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 3 2 2 3 3 4 4 4 4 4 4 4 3 3 3 4 3 3 4 2 4 3 3]
537,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 3 3 4 2 4 4 3]
538,[2 1 2 2 2 0 2 2 2 3 2 3 2 3 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 3]
539,[2 2 2 2 2 0 2 2 2 2 2 3 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 3 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
540,[2 2 2 2 2 0 2 2 3 3 2 3 3 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 3 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
541,[2 2 2 2 2 0 2 2 2 3 2 3 3 3 3 2 2 2 2 3 2 2 2 2 3 2 2],[2 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
542,[2 2 2 2 2 0 2 2 3 3 2 3 2 3 3 3 2 2 2 2 2 2 2 2 3 2 2],[3 2 3 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
543,[2 2 2 2 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
544,[2 1 2 2 2 0 2 2 3 3 2 3 3 3 3 2 2 2 2 2 2 2 2 2 3 3 2],[3 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
545,[2 1 2 2 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 2 2],[3 2 4 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
546,[2 1 2 2 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 3 3 2],[3 2 3 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
547,[2 1 2 2 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[3 2 4 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
548,[2 1 2 2 2 0 2 2 3 3 3 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[3 2 4 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
549,[2 1 2 2 2 0 2 3 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[3 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
550,[2 1 2 1 2 0 2 2 3 3 2 3 3 3 3 3 2 2 3 3 2 2 2 2 3 3 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
551,[2 1 2 2 2 0 2 2 3 3 2 3 2 3 3 3 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
552,[2 0 2 2 2 0 2 2 2 3 2 3 3 3 3 2 2 2 2 3 2 2 2 2 3 2 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
553,[2 1 2 2 2 0 2 2 3 2 2 2 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
554,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
555,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
556,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
557,[2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
558,[2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
559,[2 0 1 1 2 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
560,[1 0 1 1 2 0 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 1 2],[3 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
561,[2 0 1 1 2 0 1 2 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
562,[1 0 1 1 1 0 1 1 2 1 2 2 2 1 2 1 2 2 1 2 2 1 2 1 2 1 1],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
563,[1 1 1 1 1 0 1 1 2 1 1 2 1 1 2 1 2 2 1 2 2 1 2 1 2 1 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
564,[1 0 1 1 1 0 1 1 1 1 1 2 2 1 2 1 2 2 1 1 1 1 2 1 2 1 2],[4 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
565,[1 0 1 1 1 0 1 1 2 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 2 1 1],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
566,[1 0 1 1 1 0 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 2 1 1],[3 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
567,[1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 1 2 1 1],[3 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
568,[1 0 1 1 1 0 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 2 1 1],[4 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
569,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 2 1 1],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
570,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 2 1 2],[4 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
571,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 2 2 2 1 1 1 2 1 2 1 1],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
572,[1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 2 2 2 1 2 1 2 1 2 1 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
573,[1 1 1 1 1 1 1 2 2 1 2 2 2 2 2 1 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
574,[2 1 1 1 1 1 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
575,[2 1 1 1 1 1 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
576,[2 1 1 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2],[4 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
577,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
578,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
579,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
580,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
581,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
582,[2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
583,[2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
584,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 3]
585,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
586,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
587,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
588,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
589,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
590,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 3 4 4 4 4 4 4 2 4 4 4 3 4 2 4 4 2]
591,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 3 2 4 4 2 3 4 2 4 4 2]
592,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 2 4 4 3 2 4 2 4 2 2]
593,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 4 3 4 2 2 4 2 4 2 2]
594,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 2 2 4 3 2 4 2 4 2 2]
595,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 4 2 2 4 2 2 3 2 4 2 2]
596,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 3 4 4 3 2 3 2 4 2 2]
597,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 2 3 4 3 2 4 2 4 3 2]
598,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 2 2 4 2 2 4 2 4 3 2]
599,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 3 2 2 4 3 2 4 2 4 2 2]
600,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 4 2 3 4 2 2 3 2 4 2 2]
601,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 2 3 4 2 2 4 2 4 3 2]
602,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 3 4 3 4 4 3 4 4 4 3 3 4 3 3 3 2 4 3 2]
603,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 2 3 4 4 3 2 3 2 4 4 2]
604,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 2 2 3 4 3 3 3 2 4 2 2]
605,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 3 2 3 4 3 2 3 2 4 2 2]
606,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 2 2 4 2 2 3 2 4 2 2]
607,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 2 4 2 2 3 2 4 2 2]
608,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 3 4 4 3 4 4 2 2 2 4 2 2 3 2 4 3 2]
609,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 4 2 2 2 4 2 2 2 2 4 2 2]
610,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 4 2 2 3 4 2 2 2 2 4 2 2]
611,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 4 2 2 2 4 2 2 2 2 4 2 2]
612,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
613,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
614,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
615,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
